기기구분,NO.,작업일,진행카페,작업ULR,닉네임,댓글내용,,카페 댓글
리프테라,56,2025.11.01,재잘재잘,https://cafe.naver.com/knife67/464117,풀바다용,청주실리프팅 저도 고민중인데 효과 진짜 바로 느껴지셨나요? 부작용 없었어요?,,
리프테라,57,2025.11.01,재잘재잘,https://cafe.naver.com/knife67/464117,송송브리또,네 바로는 아니고 2~3일 지나니까 확실히 얼굴선 쫀쫀해진 게 느껴졌어요! 부작용도 전혀 없었어요ㅎㅎ,,
리프테라,58,2025.11.01,재잘재잘,https://cafe.naver.com/knife67/464117,미래지향,가격대는 청주실리프팅이랑 비교해서 많이 차이나나요? 부담 덜한가요?,,
리프테라,59,2025.11.01,재잘재잘,https://cafe.naver.com/knife67/464117,송송브리또,실리프팅보다는 확실히 저렴했어요! 통증도 거의 없고 가성비 진짜 좋은 거 같아요~,,
리프테라,60,2025.11.01,여우야+,https://cafe.naver.com/fox5282/4473230,연구쟁이,콜라겐리프팅 효과 금방 느껴져요? 주변 반응 궁금해요ㅎㅎ,,
리프테라,61,2025.11.01,여우야+,https://cafe.naver.com/fox5282/4473230,김여쭈,네! 거울 볼때 턱선이랑 볼 라인 달라보여서 신기했어요~ 친구들도 얼굴 작아졌대요ㅋㅋ,,
리프테라,62,2025.11.01,여우야+,https://cafe.naver.com/fox5282/4473230,마음속여인집,쿨페이즈 따가운지 궁금했는데 괜찮다니 도전해볼까봐요,,
리프테라,63,2025.11.01,여우야+,https://cafe.naver.com/fox5282/4473230,김여쭈,진짜 살짝 따끔한 정도라 참을만했어요~ 콜라겐리프팅 처음이면 추천해요!,,
리프테라,64,2025.11.01,성형위키백과,https://cafe.naver.com/juliett00/1534965,몽베스트,와 볼리프팅 고민중인데 후기 너무 도움돼요! 혹시 붓기나 멍은 얼마나 갔나요?,,
리프테라,65,2025.11.01,성형위키백과,https://cafe.naver.com/juliett00/1534965,뽀미뽀미언냐,멍은 거의 없었고 붓기도 당일만 살짝? 다음날부터 일상생활 아무 문제 없었어요!,,
리프테라,66,2025.11.01,성형위키백과,https://cafe.naver.com/juliett00/1534965,그날의끝,저도 턱선이랑 볼라인 고민인데 리프테라 쿨페이즈 볼리프팅 효과 오래가요?,,
리프테라,67,2025.11.01,성형위키백과,https://cafe.naver.com/juliett00/1534965,뽀미뽀미언냐,네 저는 한 달 넘게 유지중인데 볼리프팅 한 거 진짜 티나서 만족중이에요ㅎㅎ,,
리프테라,68,2025.11.01,재잘재잘,https://cafe.naver.com/knife67/464277,꿈쮸,목주름주사 고민했는데 후기 보니까 리프테라 쿨페이즈 땡기네요! 혹시 시술 시간 오래 걸리나요?,,
리프테라,69,2025.11.01,재잘재잘,https://cafe.naver.com/knife67/464277,달리잖아,생각보다 금방 끝나요~ 목주름주사보다 준비나 회복도 더 간편해서 편했어요!,,
리프테라,70,2025.11.01,재잘재잘,https://cafe.naver.com/knife67/464277,미래지향,목주름주사랑 비교해서 붓기는 어땠나요? 많이 티 나요?,,
리프테라,71,2025.11.01,재잘재잘,https://cafe.naver.com/knife67/464277,달리잖아,붓기 진짜 거의 없었어요! 목주름주사보다 티도 덜 나고 자연스러워서 좋아요!,,
리프테라,72,2025.11.01,여우야+,https://cafe.naver.com/fox5282/4473409,마음속여인집,미간주름제거 리프테라 쿨페이즈로 하면 멍이나 붓기 심하지 않아요?,,
리프테라,73,2025.11.01,여우야+,https://cafe.naver.com/fox5282/4473409,원쑹잉,멍은 거의 안 들고 붓기도 살짝만 있다가 금방 빠지더라구요~ 일상생활 바로 가능해서 넘 편했어요!,,
리프테라,74,2025.11.01,여우야+,https://cafe.naver.com/fox5282/4473409,사랑보다깊은나,미간주름제거 효과 오래가는지 궁금해요~,,
리프테라,75,2025.11.01,여우야+,https://cafe.naver.com/fox5282/4473409,원쑹잉,저는 한 달 넘게 미간주름 거의 안 생기고 탄력감도 계속 유지중이에요!,,
리프테라,76,2025.11.03,여우야,https://cafe.naver.com/feko/10056510,이러캐이러캐,시간이 넘 빨라여..피부는 진짜 관리안해쥬면 훅훅 가는 것 같음 저도 리프테라2 받아주는데 확실히 다르긴 해용 탄력이랑 살처짐 개선해주면서 유지도 잘되구,,
리프테라,77,2025.11.03,여우야,https://cafe.naver.com/feko/10056510,호밀빵러버,탄력이 젤 중요한 것 같아요 점점 갈수록 살이 처짐ㅋㅋㅋ큐ㅠ리프테라2로 꾸준히 일단 관리 해주려고요 효과도 좋고 특히 가성비가 좋아서ㅠㅠ,,
리프테라,78,2025.11.03,여우야,https://cafe.naver.com/feko/10058155,호밀빵러버,피부탄력은 관리 안해주면 답 없는 것 같아요 그냥 유지라도 해주려면 리프테라2같은 탄력이랑 잔주름에 좋은 레이저 주기적으로 한번씩 받아주는 것도 나뿌지 않아여..,,
리프테라,79,2025.11.03,여우야,https://cafe.naver.com/feko/10058155,언제까질까,넹.. 그럴려구요 안해주면 불안하기도 하고ㅎㅎ 한번씩 리프테라2 받아주면 얼굴라인이나 탄력이 확실히 달라보이긴 하는 것 같아요,,
리프테라,80,2025.11.03,여우야+,https://cafe.naver.com/fox5282/4474058,징미희,통증에 약한 편인데 리프테라2는 진짜 괜찮았어요 울쎄라처럼 찌릿한 통증 없고 초음파라 자극 거의 없어요  시술 후 얼굴이 바로 조여지는 느낌이 들었어요 붓기나 멍도 없고 피부결도 매끈해져서 완전 만족했어요ㅋㅋ,,
리프테라,81,2025.11.03,여우야+,https://cafe.naver.com/fox5282/4474441,징미희,살이 처지고 팔자 깊어지면 진짜 인상 확 바뀌죠ㅠ 저도 그래서 리프테라2로 받았는데 초음파라 자극 없고 통증 거의 없어요  스마스층까지 자극해줘서 탄력층이 바로 조여져요,,
리프테라,82,2025.11.03,성형위키백과,https://cafe.naver.com/juliett00/1535223,한드유빈,리프팅 관리는 리프테라2로 하는데  마취크림이라 그런지 따끔거림도 거의 없었고 핸드피스 움직일 때 살짝 묵직한 느낌만 있었어요 1~2주 지나면서는 팔자주름이 미세하게 완화된 것도 느껴지고 볼 밑 처짐이 위로 슬금 올라가는 게 진짜 보여요ㅋㅋ,,
리프테라,83,2025.11.03,여우야,https://cafe.naver.com/feko/10054827,새콤한비빔면,입문 리프팅으로 리프테라2가 제일 무난하고 효과도 빠르게 보여요 초음파라 피부 속만 자극하고 시술 내내 시원하게 진행돼요ㅎㅎ통증 거의 없고 시술 끝나자마자 얼굴이 조여졌어요,,
리프테라,84,2025.11.03,여우야,https://cafe.naver.com/feko/10054910,새콤한비빔면,리프팅 고민 많았는데 리프테라2가 제일 만족했어요ㅋㅋ 초음파라 자극 없고 시술 중에도 아프지 않아서 너무 좋았어요 붓기도 없고 피부결도 매끈해져서 효과 바로 느꼈어요 리프팅 입문으로 진짜 부담 없이 하기 좋아요,,
리프테라,85,2025.11.03,여우야,https://cafe.naver.com/feko/10054636,새콤한비빔면,필러는 인위적일까봐 꺼려졌는데 리프테라2로 자연스럽게 해결했어요 초음파라 자극 없고 얼굴 속 탄력층만 조여주니까 아래로 쳐진 살이 위로 올라오면서 볼패임이 완화돼요,,
리프테라,86,2025.11.03,레몬테라스,https://cafe.naver.com/remonterrace/34195268,콘투칩,저도 피부가 얇고 예민해서 리프팅은 무리라 생각했거든요ㅠㅠ 근데 리프테라2는 괜찮았어요 초음파라 피부 겉은 멀쩡하고 속탄력층만 조여 시술 중에도 자극 전혀 없고 오히려 시원한 느낌이에요 붓기나 열감도 없고 시술 후 바로 메이크업도 가능했어요,,
리프테라,87,2025.11.03,레몬테라스,https://cafe.naver.com/remonterrace/34195575,콘투칩,울쎄라도 해봤는데 진짜 너무 아파서 눈물 찔끔났어요ㅋㅋㅋ 그래서 리프테라2로 바꿔봤는데 통증 거의 없고 끝나자마자 얼굴선이 딱 조여지는 느낌이에요,,
리프테라,88,2025.11.03,재잘재잘,https://cafe.naver.com/knife67/464859,뿌린맘이,저도 이제는 진짜 탄력이 확 줄었어요ㅋㅋ 리프팅 고민하다가 리프테라2로 시작했어요 초음파라 자극도 없고 통증 거의 없어 다음날 출근한때 지장 없더라구요,,
리프테라,89,2025.11.03,재잘재잘,https://cafe.naver.com/knife67/464106,뿌린맘이,크림 열심히 발라도 효과가 오래 안 가고 화장하면 더 부각돼요ㅠㅠ 시술은 솔직히 부담돼서 망설이다가 리프테라2 해봤는데 팔자도 확실히 완화돼서 인상이 훨씬 부드러워졌어요ㅋㅋ,,
리프테라,90,2025.11.03,여생남정,https://cafe.naver.com/suddes/3979537,두라징,요즘 병원마다 유행하는 시술이 다르긴 한데 진짜 리프팅이 대세예요 예전엔 울쎄라 써마지가 많았는데 요즘은 리프테라2처럼 초음파로 부드럽게 당겨주는 게 인기더라구요,,
리프테라,91,2025.11.03,여생남정,https://cafe.naver.com/suddes/3979917,두라징,깔끔한 얼굴형 너무 되고싶어서 리프팅 알아보다가 지흡은 무섭고 멍 생기면 회사도 못 가니까 ㅋㅋㅋ 리프테라2 라인타입으로 했어요 초음파라 자극 하나도 없고 시술 후 바로 턱 밑이 조여지는 게 느껴졌어요 사진 찍을 때 턱선이 또렷하게 보여서 너무 만족스러웠어요,,
리프테라,92,2025.11.03,재잘재잘,https://cafe.naver.com/knife67/466130,미래지향,입꼬리필러 뭔가 어색하게 될까봐 걱정했는데 자연스러웠나요?,,
리프테라,93,2025.11.03,재잘재잘,https://cafe.naver.com/knife67/466130,날따라오시오,네네! 저도 걱정했는데 리프테라 쿨페이즈랑 병행하니까 진짜 자연스럽게 잘 정리됐어요~,,
리프테라,94,2025.11.03,재잘재잘,https://cafe.naver.com/knife67/466130,꿈쮸,입꼬리필러 효과 오래가는 편인가요? 조합해서 하면 더 좋은가요?,,
리프테라,95,2025.11.03,재잘재잘,https://cafe.naver.com/knife67/466130,날따라오시오,네 조합하니까 입꼬리도 덜 꺼지고 얼굴라인도 탱탱해서 확실히 추천드려요!,,
리프테라,96,2025.11.03,성형위키백과,https://cafe.naver.com/fox5282/4476801,눈과귀,필러잘하는곳 진짜 찾기 힘든데 리프테라 쿨페이즈로도 볼륨감 생겨요?,,
리프테라,97,2025.11.03,성형위키백과,https://cafe.naver.com/fox5282/4476801,마음의꿈질,네네~ 저도 그게 제일 걱정됐는데 리프테라 쿨페이즈가 라인+탄력 같이 잡아줘서 자연스럽게 정리되는 느낌이에요!,,
리프테라,98,2025.11.03,성형위키백과,https://cafe.naver.com/fox5282/4476801,연구쟁이,시술 후 바로 멍이나 붓기 없었나요? 필러는 멍 때문에 좀 꺼려져서요ㅠ,,
리프테라,99,2025.11.03,성형위키백과,https://cafe.naver.com/fox5282/4476801,마음의꿈질,멍은 진짜 전혀 없었어요! 필러랑 완전 달라서 바로 밖에 나가도 티도 안 나고 넘 편했어요ㅎㅎ,,
